timestamp,x,y,z
1519294750154832,0.1875,-0.3125,0
1519294750171877,0.125,-0.125,-0.25
1519294750193936,0,-0.1875,-0.125
1519294750214992,-0.625,-0.1875,0.1875
1519294750230037,0.0625,-0.0625,0.125
1519294750255097,0.6875,0.125,0
1519294750300218,0.625,0.3125,0.3125
1519294750308240,-0.1875,-0.1875,0.125
1519294750315258,-0.0625,-0.1875,0.5
1519294750336315,-1.0625,0.3125,0.375
1519294750355365,-0.125,0,0.125
1519294750374415,0.625,-0.3125,0.0625
1519294750396474,0.4375,-0.1875,0.0625
1519294750425580,0.5,-0.125,-0.0625
1519294750438586,-0.9375,-0.25,-0.1875
1519294750455678,0.875,0.125,-0.25
1519294750469719,0.1875,0.0625,0.625
1519294750492731,-0.3125,-0.375,0.25
1519294750515792,1.25,-0.1875,0.375
1519294750529828,-0.4375,-0.25,0.1875
1519294750552891,-0.1875,-0.0625,0.125
1519294750575952,-1.4375,0.1875,0.3125
1519294750590030,-1.0625,0.125,0.125
1519294750613051,0.5,-0.5,-0.3125
1519294750636139,0.625,-0.1875,-0.3125
1519294750650190,-0.125,-0.4375,0.0625
1519294750672208,-0.125,0.25,0.3125
1519294750695269,0.5625,0.125,0.5
1519294750710310,0.125,0.0625,0.4375
1519294750732368,0.25,0.3125,0.25
1519294750763452,0,0,0.25
1519294750770471,-0.375,0,0.125
1519294750792577,-0.1875,-0.0625,-0.125
1519294750815589,0.25,-0.125,0.25
1519294750831632,-0.625,-0.0625,0.0625
1519294750852736,0.1875,0.125,-0.0625
1519294750875750,-0.125,0.1875,0.125
1519294750891793,-0.25,-0.125,0.0625
1519294750912867,-0.375,-0.375,0
1519294750935909,-0.6875,-0.125,0.125
1519294750951953,0.3125,0.1875,0.25
1519294750973046,0.125,0.0625,0.25
1519294750996079,-0.8125,-0.125,0
1519294751011109,0.8125,0.3125,0
1519294751032174,-1.3125,-0.1875,0.6875
1519294751056277,-0.375,0,0.375
1519294751071449,-0.125,0.375,0.375
1519294751092618,0.1875,-0.0625,-0.25
1519294751115935,1.0625,0.125,0
1519294751131722,0.1875,0.125,0.125
1519294751152791,0.375,-0.3125,-0.3125
1519294751175870,-0.5625,-0.375,0.1875
1519294751191886,0.25,-0.1875,-0.1875
1519294751212192,-0.1875,0.125,-0.0625
1519294751236529,0.0625,0.0625,0
1519294751252331,0.4375,0.0625,0.125
1519294751273354,-0.5625,0.0625,0
1519294751295458,-0.75,-0.25,0.1875
1519294751311489,-0.25,0,0.3125
1519294751332542,-0.5625,-0.0625,0.0625
1519294751356846,-0.25,0.0625,-0.1875
1519294751371646,0.375,0.1875,0
1519294751392781,0,-0.1875,-0.3125
1519294751415764,-0.25,-0.5,0
1519294751431806,0.3125,0,0.25
1519294751461225,0.375,0.5625,0.5
1519294751475273,0.6875,-0.1875,-0.0625
1519294751491279,0.4375,-0.0625,-0.4375
1519294751512335,-0.875,-0.1875,-0.125
1519294751535395,-0.4375,0,-0.25
1519294751557453,0.5625,-0.3125,-0.1875
1519294751572493,0.0625,-0.0625,-0.1875
1519294751595555,-0.125,-0.375,0.1875
1519294751611637,-0.25,-0.125,-0.0625
1519294751632853,0.125,0.0625,-0.125
1519294751655133,-0.625,-0.0625,-0.125
1519294751677812,-0.125,-0.1875,-0.4375
1519294751692891,0.1875,-0.1875,0
1519294751715954,0.0625,-0.0625,0.3125
1519294751739003,0.5625,0.125,0.25
1519294751754016,-0.0625,0.4375,0.25
1519294751775121,-0.25,0.0625,-0.3125
1519294751791115,-0.375,0.1875,-0.1875
1519294751814176,-0.6875,-0.25,0
1519294751835235,0.875,-0.625,-0.3125
1519294751852395,1.1875,0,0.0625
1519294751874336,-0.125,-0.1875,0.3125
1519294751896435,-0.0625,-0.0625,-0.1875
1519294751911434,0.5,-0.3125,-0.5
1519294751933879,-0.5,-0.5,-0.5
1519294751954918,-1.25,-0.8125,-0.1875
1519294751971981,1.375,-1.4375,-0.125
1519294751996029,3.3125,-2.625,-0.0625
1519294752017340,0.75,-4.6875,-1.0625
1519294752031482,11.3125,-13.875,-8.125
1519294752060486,25.625,-29.5625,-23.4375
1519294752074901,56.125,-47.1875,-19.5625
1519294752091708,115,-62.0625,-28.25
1519294752114066,220.438,-89.125,-38.8125
1519294752135358,343.438,-95,-36.0625
1519294752151447,409.438,-59.0625,-17.0625
1519294752174508,334.938,-20.625,-7.625
1519294752195566,188.875,15.5625,-26.5
1519294752211606,92.4375,57.1875,-32.25
1519294752233763,97.125,95.1875,-36.5
1519294752255848,130.313,129.688,-48.6875
1519294752272056,140.063,147.625,-69.25
1519294752293890,148.938,154.313,-82.6875
1519294752315302,154.813,163.938,-97.6875
1519294752331388,155,169.75,-112.188
1519294752354505,136.5,175.188,-117.688
1519294752377560,103.375,169,-118.125
1519294752391601,67.875,162.125,-104.5
1519294752414033,38.625,151.688,-76.1875
1519294752435461,3.0625,140.938,-53.0625
1519294752451129,-29.6875,124.75,-31.9375
1519294752474191,-59.125,107.75,-12.9375
1519294752495939,-59.375,84.0625,2.3125
1519294752517943,-22.75,55.875,12.5625
1519294752533983,22,26.9375,20.1875
1519294752555070,40.9375,2.125,28
1519294752572197,35.125,-16.9375,37.9375
1519294752594161,10.3125,-30.25,46.1875
1519294752615440,-20.75,-40.875,47.5
1519294752631475,-39.875,-47.3125,44.0625
1519294752661949,-48,-55.375,39.9375
1519294752676264,-46.375,-67.4375,39.8125
1519294752690048,-49.25,-78,37.75
1519294752714112,-63.375,-90.8125,31.3125
1519294752735492,-79.25,-99.75,23.8125
1519294752758546,-84.375,-106.938,12.625
1519294752773819,-96.125,-111.188,0.4375
1519294752795641,-101.375,-121.063,-7.4375
1519294752810681,-99.3125,-130.5,-7.5625
1519294752833388,-109.813,-121.125,-3.875
1519294752856435,-133.938,-100.063,-4.875
1519294752872452,-146.813,-84.375,-4.4375
1519294752893508,-127.625,-81.0625,1.875
1519294752916213,-117.063,-81.375,11.9375
1519294752932200,-126,-71.5625,18.0625
1519294752953970,-108.125,-67.8125,16.9375
1519294752976619,-58.4375,-70.9375,18.3125
1519294752992490,-28.625,-70.6875,26.3125
1519294753013557,-28.3125,-67.6875,25.375
1519294753035851,-50.3125,-59.9375,22.75
1519294753052913,-64.1875,-49.8125,15.0625
1519294753073976,-51.9375,-40.5,12.625
1519294753096321,-37.625,-15.4375,6.3125
1519294753112144,-45.75,1.6875,-1.5
1519294753133202,-45.9375,5.75,-5.8125
1519294753155266,-34.25,0.6875,-11.3125
1519294753172308,-17.375,-1.375,-13.75
1519294753193360,-19.125,0.875,-13.8125
1519294753215473,1.125,-2.5625,-14.3125
1519294753238731,18.4375,-5.875,-12.375
1519294753253775,2.8125,-12.25,-9
1519294753275918,-25.4375,-17.4375,-10.375
1519294753292889,-33.375,-22.3125,-13.5625
1519294753313220,-20.0625,-24,-18
1519294753336137,-1.25,-23.0625,-19.25
1519294753352177,9.25,-27.0625,-15.25
1519294753373233,4.1875,-28.375,-12.0625
1519294753403552,2.25,-22.9375,-10.875
1519294753412697,6.25,-8.9375,-3.4375
1519294753435259,14.25,0.4375,4.9375
1519294753456296,18.4375,-3.25,6.9375
1519294753472120,17.6875,-12.5,9.4375
1519294753493314,40.625,-31.75,2.375
1519294753523462,100.375,-55.3125,-0.125
1519294753532245,196.125,-72.1875,2.125
1519294753553304,288.313,-72.0625,10.0625
1519294753575623,311.625,-51.25,-2.25
1519294753592405,278.188,19.4375,-32.5625
1519294753613717,254.75,92.3125,-74.0625
1519294753636059,225,148.125,-103.938
1519294753651430,161.875,183.375,-121.75
1519294753673653,95.5,201.563,-136.563
1519294753696679,57.125,212.375,-136.625
1519294753711635,53.125,214.813,-143.875
1519294753733686,73.375,225.938,-152.938
1519294753756000,78.375,229.75,-144.313
1519294753771788,18.8125,217,-119
1519294753793081,-32.4375,186.938,-94.6875
1519294753816009,-58.375,161.625,-66.1875
1519294753832221,-55.6875,130.688,-33.1875
1519294753855075,-40.3125,89.875,-12.125
1519294753876348,-26,50.875,7.0625
1519294753892417,-18,14.5,22.3125
1519294753914715,-17.5,-20.1875,37.625
1519294753936509,-21.6875,-51.3125,45.25
1519294753951547,-24.4375,-68.375,48.6875
1519294753974911,-41.125,-80.375,50.375
1519294753995972,-60.375,-91.5,52.375
1519294754011318,-76.3125,-108.375,50.1875
1519294754034442,-96.875,-122.5,49
1519294754055466,-108.375,-121.688,51.4375
1519294754072061,-95.375,-121.938,51.75
1519294754094882,-101.25,-126.813,40.875
1519294754115945,-123.5,-132.188,30.5
1519294754132239,-126.313,-131.375,24.375
1519294754162126,-113.938,-110.25,20.25
1519294754176344,-108.063,-96.1875,6.75
1519294754192210,-122.688,-95.625,-13.625
1519294754215398,-114.688,-102.25,-36.625
1519294754235545,-118.75,-95.3125,-43.9375
1519294754251629,-129.813,-92.375,-42.0625
1519294754280900,-130.25,-96.75,-33.4375
1519294754295703,-120.5,-91.9375,-21.3125
1519294754311745,-110.5,-71.75,-15.5625
1519294754334832,-73.5,-55.25,-3
1519294754364003,-23.6875,-51.125,6.5
1519294754371944,-7.625,-44.1875,13.25
1519294754401242,-18.5625,-27.5,20.3125
1519294754416052,-46,-4.625,15.6875
1519294754431319,-56.125,5,4
1519294754454348,-36.5625,8.4375,-5.3125
1519294754476107,-33,3.1875,-0.4375
1519294754491898,-17.4375,2.5,-2.3125
1519294754515175,5.375,-3.1875,-1.625
1519294754536338,-1.5,-11,6.1875
1519294754551276,-14.75,-16.8125,2.125
1519294754574334,-26.5625,-17.75,3.8125
1519294754597395,-24.0625,-14.875,8.125
1519294754611432,-6.875,-13.875,9.9375
1519294754634493,1.8125,-17.5,11.8125
1519294754656231,-7.3125,-23,12.375
1519294754671888,-23.75,-21.625,11.25
1519294754693956,-13.25,-15.5625,6.125
1519294754716005,13.9375,-9.125,2.0625
1519294754732047,14.4375,-12.8125,4.25
1519294754761136,4.5625,-8.375,3.25
1519294754777459,-3.125,0,2.25
1519294754791921,-8.1875,1,3.125
1519294754820818,-5.125,-3.5,3.875
1519294754837104,-1.5625,-4.625,2.125
1519294754858155,4.3125,-4.9375,2.4375
1519294754873959,3.5625,-0.8125,4.8125
1519294754897218,-2.0625,1.5,4.125
1519294754912292,-2.5,-2.25,2.125
1519294754934319,3,-4.875,0.1875
1519294754957380,7.875,-4.5,1.3125
1519294754971712,7.1875,-1.625,1.4375
1519294754993776,3.5,-0.0625,2
1519294755017206,-1.4375,-0.25,1.3125
1519294755031245,-0.0625,-1.6875,1.0625
1519294755054487,0.5,-0.0625,1.5625
1519294755076902,3.3125,0.25,1.875
1519294755092262,0.5625,-1.4375,1.25
1519294755113996,-1.75,-2.4375,-0.375
1519294755137058,-0.6875,-1.25,-0.3125
1519294755151099,2.1875,-1.5,1.1875
1519294755174158,4,-1.5,1.5
1519294755197218,3.8125,-0.6875,0.9375
1519294755211256,1.1875,0.3125,0.5
1519294755234328,-4.1875,0.4375,-0.0625
1519294755257380,-3.3125,-0.25,-0.0625
1519294755278435,1.9375,-1.125,0.0625
1519294755294477,0.1875,-1.3125,0.5625
1519294755317539,-2,-0.8125,0.5625
1519294755337846,-0.6875,-0.625,0.4375
1519294755353929,-4.1875,-1.0625,0.4375
1519294755376953,-2.6875,-1.6875,0.5625
1519294755398009,-0.9375,-1.0625,0.1875
1519294755414058,0.3125,-1.25,0.4375
1519294755437113,-2.5625,-1.25,0.0625
1519294755466194,-1.3125,-0.1875,0.25
1519294755474215,1.5625,-0.6875,-0.625
1519294755497275,0.625,-1.3125,-0.375
1519294755519334,-1.3125,-0.9375,-0.625
1519294755534371,-2.9375,-0.625,-0.75
1519294755556456,0.1875,-0.625,-0.8125
1519294755578551,0.5,-1.0625,0.0625
1519294755593591,1.4375,0.0625,0.1875
1519294755616815,-0.1875,-0.0625,-0.3125
1519294755638878,-2.1875,-0.375,-0.3125
1519294755654091,-0.3125,-0.1875,-0.4375
1519294755676976,0.4375,-0.0625,-0.1875
1519294755709126,0.75,-0.1875,0.125
1519294755714139,-0.4375,0,-0.0625
1519294755743216,0.8125,0.1875,-0.25
1519294755759573,-0.5,-0.125,0.125
1519294755774299,0.875,-0.3125,0.1875
1519294755796370,0.5625,-0.3125,0
1519294755810406,1.125,0.0625,0.375
1519294755842031,1.5,0.3125,0.6875
1519294755847934,-0.5,-0.25,-0.0625
1519294755870306,-0.75,0.25,0.5625
1519294755901249,0.125,-0.25,-0.25
1519294755908266,-1.625,-0.4375,0
1519294755930783,-1.9375,-0.25,-0.875
1519294755953575,-2.4375,-0.625,-1.125
1519294755967863,-3.4375,-0.5,-1.0625
1519294755990673,-1.4375,-0.0625,0
1519294756012730,0.625,0.0625,0.1875
1519294756027770,-0.6875,-0.5625,-0.25
1519294756058899,-2.0625,-0.5625,-0.3125
1519294756074011,0.375,0.0625,-0.25
1519294756088200,0.5,-0.5,-0.125
1519294756110265,-0.25,-0.75,-0.3125
1519294756133430,1.3125,-0.8125,-0.1875
1519294756147657,0.125,-0.125,-0.75
1519294756169718,-1.0625,-0.1875,-0.4375
1519294756193860,0.125,-0.25,-0.25
1519294756208130,1.5625,-0.3125,0.125
1519294756229937,0.1875,-0.5625,0.125
1519294756253007,-1.1875,-0.25,-0.3125
1519294756268295,-0.6875,-0.25,-0.0625
1519294756290270,-0.1875,-0.1875,-0.375
1519294756313284,-0.3125,-0.0625,-0.1875
1519294756327318,0.125,-0.125,-0.125
1519294756350632,-0.125,0.125,-0.25
1519294756373469,0.125,0.0625,-0.375
1519294756387486,0.3125,0.125,-0.375
1519294756410540,0,-0.0625,-0.375
1519294756433600,0,0.5,-0.25
1519294756447638,1.0625,0.125,-0.5
1519294756470702,0.5,0,-0.1875
1519294756492758,-0.4375,0.25,-0.25
1519294756507801,-0.8125,-0.4375,-0.375
1519294756529856,-0.0625,-0.75,-0.5
1519294756553936,0.3125,-0.4375,-0.375
1519294756568078,-1,-0.9375,0.25
1519294756590072,0,-1.375,0.4375
1519294756613451,0.6875,-0.625,0.0625
1519294756627193,0.3125,-0.625,0.0625
1519294756650248,-0.25,0.25,-0.375
1519294756674280,-1,-0.125,0.3125
1519294756688903,0.875,-0.125,0.1875
1519294756709656,-0.4375,-0.25,-0.0625
1519294756733728,-0.125,-0.0625,-0.0625
1519294756748115,-2.4375,0.9375,0.1875
1519294756770279,1.8125,1.25,-0.4375
1519294756792593,1.8125,1.125,0.5
1519294756807629,2.0625,0.125,1.3125
1519294756830776,3.9375,0.0625,1.125
1519294756852920,6,-0.125,0.75
1519294756867779,5.125,0.0625,0.75
1519294756892054,1.125,0.3125,0.0625
1519294756913036,-3.4375,-0.5,0.25
1519294756927886,-0.0625,-0.0625,-0.375
1519294756949944,2.8125,0.3125,-0.1875
1519294756973241,0.3125,-0.1875,-0.1875
1519294756988435,0.0625,-0.5625,-0.0625
1519294757010368,1.3125,0.1875,-0.3125
1519294757032477,-0.4375,-0.1875,0
1519294757049520,0.75,0.25,-0.25
1519294757070605,0.625,0.1875,0.125
1519294757092856,-0.125,-0.6875,0
1519294757107673,-0.0625,-0.4375,-0.1875
1519294757130767,0.375,0.375,-0.0625
1519294757153021,0.0625,0,-0.375
1519294757167836,-0.6875,-0.0625,-0.125
1519294757190122,-0.25,0.125,-0.25
1519294757213194,0.5625,0.5,-0.1875
1519294757227994,0.5,0.4375,-0.25
1519294757250052,0.125,0.3125,-0.125
1519294757273234,0.125,0.4375,-0.375
1519294757288156,0.0625,0.25,-0.4375
1519294757310222,-0.125,0.0625,-0.0625
1519294757332274,0.3125,0.125,0.0625
1519294757349316,-0.1875,0,-0.25
1519294757370624,-0.4375,0.3125,-0.375
1519294757392923,-0.125,0.0625,0.3125
1519294757409052,-0.9375,0.25,-0.0625
1519294757429940,0.5,-0.0625,0.0625
1519294757453159,1.875,0.25,0.25
1519294757468900,1.5,0.125,-0.375
1519294757490959,0.875,-0.125,-0.0625
1519294757513382,0.625,0.5625,-0.3125
1519294757529047,0.4375,0.4375,0.1875
1519294757550401,1.25,-0.6875,0.6875
1519294757573414,-2.6875,-3.125,0.875
1519294757595429,1.9375,-3.5,3.375
1519294757611457,6.5,-6.0625,3.5
1519294757640536,-3.0625,-3.75,-0.5625
1519294757649561,-5.3125,-1.9375,-0.8125
1519294757669610,2.625,0.4375,0.875
1519294757692672,-3.625,2.375,0.9375
1519294757722756,-8.8125,4.3125,-0.375
1519294757732778,-3.1875,1.9375,0.1875
1519294757752970,5.5625,0.5625,0.3125
1519294757769012,6.4375,0.8125,-0.5
1519294757790064,2.375,0.125,0.125
1519294757813126,-4,-0.3125,-0.5625
1519294757829169,-0.1875,0.75,0.125
1519294757850225,1.25,1.5625,0.0625
1519294757872596,-0.25,0.9375,-0.25
1519294757889329,0.1875,1.8125,-1.3125
1519294757910408,1.6875,1,-0.125
1519294757933107,-1.625,0.3125,-0.4375
1519294757948799,-5.375,-0.5,-1
1519294757969855,-4.75,-0.625,-0.5625
1519294757992914,-1.875,-0.875,0.1875
1519294758008956,4,0.0625,0.4375
1519294758030015,5.75,0.375,1.6875
1519294758053077,0.875,-0.25,-0.3125
1519294758071124,-3.8125,-0.625,0.0625
1519294758090175,-3,0.4375,-0.4375
1519294758121348,1.3125,1.875,-0.25
1519294758129280,2.1875,1.25,0.6875
1519294758150582,0,-0.3125,-0.0625
1519294758172391,-1.1875,-0.3125,0.4375
1519294758189458,1.875,-0.1875,0.1875
1519294758210517,1.5625,0.5,-0.375
1519294758232683,1.625,1.1875,-0.4375
1519294758248704,1.6875,0.9375,0.5
1519294758269761,2.1875,0.8125,0
1519294758292821,2.75,1.25,0.1875
1519294758308980,4.1875,2.6875,0.1875
1519294758330924,4,4.1875,1.0625
1519294758353301,2.125,0.6875,0.75
1519294758369024,-1.1875,-8.125,3.625
1519294758399490,-0.4375,-10.25,2.6875
1519294758413155,-0.25,-9.4375,3.5
